name	age	height	weight	foot	injury tolerance	position_prefered_team	positions	fifa_team	contract_valid_until	attack	defence	balance	stamina	speed	acceleration	response	agility	dribble accuracy	dribble speed	short pass accuracy	short pass speed	long pass accuracy	long pass speed	shot accuracy	shot power	shot technique	free kick accuracy	swerve	heading	jump	technique	aggression	mentality	gk skills	team work	overall
Ahmed Mazen Al-Ghamdi احمد مازن الغامدي	23	177	70	R	B	WF	["WF","SM"]	Al Ittihad	2025	65	47	68	71	85	86	67	86	74	80	68	68	62	62	68	70	66	61	62	61	70	73	67	67	50	66	64
Abdullah Fareed Al Hafith	31	187	80	R	B	CBT	["CBT"]	Al Wahda	2026	48	71	81	75	66	66	71	62	65	60	71	67	63	54	61	68	58	61	62	71	70	65	51	70	50	65	64
Nader Abdullah Al Sharari	28	181	80	R	B	CBT	["CBT","SB"]	Al Shabab	2025	64	69	81	76	82	67	71	64	65	72	68	66	61	56	61	68	57	61	62	66	83	65	69	72	50	62	64
Francisco Arturo Alarcón Cruz	34	189	85	R	B	CBT	["CBT","CM","DM"]	Cobresal	2024	62	64	87	74	66	66	66	62	65	60	61	62	58	51	61	68	54	61	62	75	77	65	64	78	50	66	64
Agustín Albarracín Basil	19	176	69	L	B	WF	["WF","SM","AM"]	Wanderers	2026	69	48	69	73	72	68	66	73	71	72	66	68	69	73	75	73	68	61	68	65	66	69	66	66	50	66	64
Thomas Michael Aldred	34	188	84	R	B	CBT	["CBT"]	ATK Mohun Bagan	2026	53	70	90	82	66	66	69	62	65	60	65	64	60	52	61	68	56	61	62	70	74	65	57	80	50	72	64
Kerim Alıcı	27	183	73	R	B	SB	["SB"]	Hatayspor	2026	65	66	69	71	77	75	70	76	70	73	70	67	69	64	61	68	61	61	68	66	66	70	63	71	50	67	64
Noah James Allen Νόα Τζέιμς Άλεν	20	175	66	L	B	SB	["SB","CBT"]	Inter Miami	2024	61	66	73	71	81	82	69	78	69	75	66	64	68	65	61	68	61	68	65	72	80	67	61	69	50	64	64
Gustavo Javier Almada Gonzales	30	182	76	R	B	GK	["GK"]	Universitario de Vinto	2025	31	69	73	71	62	62	71	60	58	55	61	63	62	63	30	67	43	61	49	55	66	65	43	61	69	58	64
Akoua Romeo Amane	21	176	72	R	B	CM	["CM"]	Häcken	2026	71	67	77	84	82	85	73	85	75	78	75	71	73	70	67	69	64	61	66	65	77	76	71	78	50	71	64
Mustafa Amini	31	173	71	R	B	CM	["CM","DM"]	Perth Glory	2025	71	61	76	71	66	68	71	74	73	64	73	72	67	66	66	73	67	61	62	61	68	73	71	72	50	72	64
Benjamin Paul Amos	34	193	70	R	B	GK	["GK"]	Port Vale	2026	31	69	76	71	62	62	68	61	58	55	61	65	63	65	35	72	43	61	49	55	66	65	44	65	70	65	64
Youssef Amyn	21	172	68	R	B	AM	["AM","SM","WF"]	Al Wahda	2027	68	48	79	73	72	85	71	88	75	73	70	69	65	67	68	71	66	61	63	61	66	74	71	65	50	66	64
Joseph Tetteh Anang	24	190	72	R	B	GK	["GK"]	St Patrick's	2026	31	71	76	71	62	62	71	61	58	55	61	64	64	64	30	69	43	61	49	55	68	65	42	59	71	66	64
Eirik Ulland Andersen	32	182	73	R	B	WF	["WF","SM","AM"]	Strømsgodset	2025	72	42	69	71	69	68	72	69	71	69	72	73	73	73	69	75	67	76	77	63	66	72	72	63	50	68	64
Bruce Anderson	26	177	77	R	B	CF	["CF"]	Kilmarnock	2026	70	31	69	72	79	83	71	81	70	73	66	69	59	65	71	74	68	61	68	70	79	71	71	68	50	66	64
Jorge Marcos Andia Pizarro	36	176	78	R	B	DM	["DM","CBT"]	Nacional Potosí	2024	69	62	77	81	66	66	73	64	67	60	73	68	63	56	68	68	64	72	62	61	66	68	70	74	50	69	64
Chukwuemeka Ademola Amachi Aneke	31	191	100	R	B	CF	["CF"]	Charlton Athletic	2025	71	49	93	71	66	66	69	62	70	65	68	71	64	68	70	76	67	66	66	71	79	71	69	75	50	74	64
Louis George Appéré	25	185	85	R	B	CF	["CF","SM","WF"]	Stevenage	2027	70	50	85	85	83	85	70	86	71	76	70	69	69	68	71	70	66	65	73	63	84	71	70	76	50	69	64
Arvin Amoakoh Appiah	23	175	63	L	B	WF	["WF","SM"]	Nacional	2025	65	38	73	71	91	92	63	92	74	83	64	64	63	66	70	68	64	61	62	61	66	73	62	63	50	65	64
Jordan Gideon Archer	31	191	80	R	B	GK	["GK"]	Portsmouth	2026	31	72	76	71	62	62	71	63	58	55	61	64	62	64	37	69	43	61	49	55	68	65	43	58	71	58	64
Ricard Artero Ruiz	21	181	75	R	B	AM	["AM","SM","WF"]	Girona	2026	67	62	67	71	70	76	67	76	72	70	73	70	68	65	70	68	64	61	62	62	68	73	67	67	50	67	64
Jonas Arweiler	27	188	79	L	B	CF	["CF"]	Verl	2028	72	36	82	71	66	66	72	67	68	62	66	68	58	62	71	73	67	67	62	73	78	71	72	63	50	66	64
Mauricio Gabriel Asenjo	30	187	88	R	B	CF	["CF"]	Independiente Rivadavia	2024	72	45	79	76	68	66	71	68	71	68	61	67	58	57	70	77	71	67	62	76	77	72	71	71	50	67	64
Joshua Atencio	22	186	79	R	B	DM	["DM","CM","CBT"]	Seattle Sounders	2027	64	68	83	73	70	68	73	66	65	66	68	68	61	59	61	70	59	61	62	75	81	65	71	74	50	69	64
Hans Oskar Jonathan Augustinsson	28	185	80	L	B	SB	["SB","CBT"]	Rosenborg	2024	62	63	78	75	74	73	64	71	70	71	71	68	70	65	61	68	62	72	68	66	76	71	64	69	50	63	64
Brandon Anthony Austin	25	188	77	R	B	GK	["GK"]	Tottenham Hotspur	2029	31	73	75	71	62	62	70	63	58	55	61	62	60	62	32	66	43	61	49	55	71	65	38	60	73	57	64
Jorge Filipe Avelino Teixeira	38	188	89	R	B	CBT	["CBT"]	AVS	2025	59	72	82	71	66	66	71	62	65	60	68	65	64	60	61	68	59	66	62	72	71	66	61	71	50	74	64
Juraj Badelj	21	190	78	L	B	CBT	["CBT","SB"]	Universitatea Craiova	2027	62	65	80	71	74	75	68	68	65	68	63	62	58	55	61	68	57	61	62	71	83	65	65	76	50	65	64
Bilal Bafdili	20	177	67	R	B	AM	["AM","CF","SS"]	Mechelen	2027	63	46	78	71	73	82	63	81	76	74	74	69	68	61	67	68	64	61	62	61	66	76	59	63	50	65	64
Owen John Edward Bailey	25	183	77	R	B	DM	["DM","CBT","CM"]	Doncaster Rovers	2027	64	63	78	90	67	68	69	62	65	64	70	67	65	59	61	68	60	61	62	68	76	68	69	84	50	69	64
Gali José Balanta Carabalí	22	193	80	R	B	GK	["GK"]	Deportes Tolima	2025	31	70	81	71	62	62	72	61	58	55	61	63	62	63	34	67	43	61	49	55	71	65	47	56	72	59	64
Agustín Baldi	22	185	82	L	B	DM	["DM","CBT"]	Belgrano	2026	64	67	77	71	66	66	72	66	71	63	76	73	67	64	62	71	64	61	62	68	73	74	69	67	50	62	64
Jack Baldwin	31	185	70	R	B	CBT	["CBT"]	Northampton Town	2026	54	70	79	77	67	66	70	67	65	64	68	65	63	58	61	68	59	61	62	72	74	65	57	73	50	71	64
Samuel Leo Beat Ballet	23	184	82	R	B	WF	["WF","SM"]	Zürich	2025	69	31	83	73	80	82	63	79	72	75	68	66	62	66	71	68	63	61	65	70	86	72	63	69	50	68	64
Samuel Bamba	20	179	70	R	B	WF	["WF","SM"]	VfL Bochum 1848	2027	64	35	76	71	80	86	67	87	74	77	71	68	63	64	64	68	63	61	63	61	66	72	67	63	50	64	64
Nahuel Eugenio Banegas	28	176	80	L	B	SB	["SB"]	Tigre	2026	70	65	76	76	75	70	73	66	68	70	68	65	66	67	61	68	61	61	62	67	74	70	73	71	50	66	64
Jaydon Amauri Banel	20	172	65	R	B	WF	["WF","SM"]	Ajax	2025	67	37	75	71	82	83	67	81	73	77	70	69	62	68	66	71	63	61	62	61	66	73	67	63	50	65	64
Nir Bardea	28	189	82	R	B	CBT	["CBT"]	Sepsi	2026	48	70	81	71	66	66	73	62	65	62	67	65	63	54	61	68	57	61	62	74	78	65	50	72	50	66	64
Gabriel Julien Dominique Barès	24	187	70	L	B	CM	["CM","DM"]	Montpellier	2026	67	63	72	74	66	67	70	66	71	67	75	70	69	62	61	68	62	66	62	63	68	72	68	69	50	68	64
Oscar David Barreto Pérez	31	173	72	R	B	CM	["CM","AM","WF","SM"]	César Vallejo	2024	71	55	73	74	77	70	66	74	74	75	74	72	69	68	65	71	65	61	62	61	66	74	65	67	50	70	64
Hamza Barry	30	175	71	R	B	CM	["CM"]	Vejle	2025	70	62	67	76	70	66	71	69	72	69	71	68	67	62	66	68	64	63	62	61	66	73	71	73	50	70	64
Jan-Christoph Bartels	25	188	80	R	B	GK	["GK"]	Waldhof Mannheim	2025	31	73	75	71	62	62	74	62	58	55	61	64	62	64	32	68	43	61	49	55	70	65	36	55	72	53	64
Ethan Bartlow	24	183	77	R	B	CBT	["CBT"]	Houston Dynamo	2025	51	74	78	76	66	69	74	63	65	64	64	63	58	48	61	68	57	61	62	67	75	65	54	74	50	66	64
Mateusz Bartolewski	26	187	76	L	B	SB	["SB","CBT"]	Śląsk Wrocław	2025	63	64	70	73	80	81	70	78	67	73	70	67	64	64	61	68	60	61	62	61	72	67	67	69	50	62	64
Marek Kristián Bartoš	28	193	80	R	B	CBT	["CBT"]	Motor Lublin	2026	51	72	78	71	68	68	72	66	65	65	67	65	63	48	61	68	60	68	62	71	77	65	55	69	50	64	64
Anthony Barylla	27	180	84	R	B	CBT	["CBT"]	Erzgebirge Aue	2027	60	71	80	85	73	75	72	72	67	67	71	68	67	65	61	68	61	68	62	68	80	70	64	77	50	68	64
Gilberto Dambi Batista	20	187	73	R	B	CBT	["CBT","DM","CM"]	Moreirense	2026	61	66	77	76	68	68	68	63	66	65	72	68	64	51	61	68	61	61	62	73	78	69	61	72	50	60	64
Mika Baur	20	172	62	R	B	AM	["AM","CM","SM"]	Paderborn	2029	66	47	73	71	70	72	63	74	74	71	75	70	68	64	68	68	63	61	62	61	66	73	60	65	50	67	64
James Tanner Beason	27	185	79	L	B	CBT	["CBT","SB"]	San Jose Earthquakes	2024	63	68	80	76	70	66	71	65	66	66	67	65	58	54	61	68	60	61	62	68	75	68	68	69	50	58	64
Franco Bechtholdt Chervaz	31	182	74	R	B	CBT	["CBT","DM"]	Cobresal	2024	63	68	74	78	66	66	71	62	69	62	73	69	61	58	61	68	61	61	62	72	71	71	68	76	50	64	64
Dominik Becker	24	188	75	R	B	CBT	["CBT"]	Saarbrücken	2025	54	71	76	71	79	67	70	62	65	70	68	65	62	60	61	68	60	61	62	70	76	67	57	70	50	69	64
Visar Bekaj	27	191	82	R	B	GK	["GK"]	Hatayspor	2026	31	70	76	71	62	62	73	60	58	55	61	62	61	62	31	66	43	61	49	55	67	65	44	64	70	64	64
Niccolò Belloni	30	176	68	L	B	WF	["WF","SM","AM"]	Carrarese	2025	69	55	72	71	76	74	71	76	72	73	71	72	65	72	63	74	69	67	68	61	66	73	71	67	50	67	64
Alexandru Constantin Benga	35	188	83	R	B	CBT	["CBT"]	UTA Arad	2025	50	73	88	78	72	66	68	65	65	67	69	66	61	54	61	68	54	61	62	73	81	65	54	73	50	67	64
Malvind Singh Benning	31	178	77	L	B	SB	["SB","SM","WB"]	Shrewsbury Town	2026	65	62	72	77	76	77	69	78	68	71	68	68	67	70	61	70	65	69	70	66	74	68	69	76	50	68	64
Viktor Bergh	25	172	73	L	B	SB	["SB"]	Djurgården	2027	69	63	74	75	78	79	68	78	69	71	68	66	68	65	65	68	62	61	62	63	70	70	68	72	50	69	64
Alejandro Bernal Carreras	33	178	72	R	B	CM	["CM"]	Eldense	2025	71	66	76	71	70	72	72	71	71	69	73	68	66	61	71	68	66	61	62	61	66	73	70	76	50	74	64
Miguel Berry	27	190	82	R	B	CF	["CF"]	LA Galaxy	2025	70	33	77	71	75	73	68	68	72	73	67	69	58	58	69	74	64	61	63	70	78	71	68	70	50	68	64
Mohamed Berte	22	174	77	R	B	WF	["WF","SM","CF"]	Dender	2027	70	31	75	71	82	88	67	82	71	76	69	66	63	60	71	68	64	61	62	65	78	69	67	63	50	67	64
Paul-Philipp Besong	24	184	93	R	B	CF	["CF"]	Borussia Dortmund II	2025	70	36	84	71	85	78	68	76	74	78	64	63	58	53	71	68	63	61	62	68	85	75	68	67	50	64	64
Kian Andrew Best	19	181	75	L	B	SB	["SB","CBT"]	Preston North End	2025	67	64	68	73	72	67	71	68	71	70	73	69	74	68	61	68	62	73	76	62	66	72	71	74	50	71	64
Davide Bettella	24	185	75	R	B	CBT	["CBT"]	Frosinone	2025	53	73	68	71	66	66	72	62	65	60	67	65	60	53	61	68	57	61	62	73	69	65	57	70	50	69	64
Quentin Beunardeau	30	184	79	R	B	GK	["GK"]	Red Star	2026	31	71	74	71	62	62	73	63	58	55	61	64	62	64	39	68	43	61	49	55	68	65	44	58	70	59	64
Rahul Bheke	33	179	75	R	B	SB	["SB","CBT"]	Bengaluru	2026	64	67	80	79	66	68	70	63	65	64	65	64	62	62	61	68	57	61	62	74	87	65	70	76	50	66	64
Clément Billemaz	26	175	70	L	B	SM	["SM","CM","AM"]	Annecy	2025	64	50	74	71	85	83	63	81	73	79	68	69	67	72	71	72	68	66	65	61	69	73	59	63	50	64	64
Bilovar Kristian Ruslanovych Біловар Крістіан Русланович	23	191	71	R	B	CBT	["CBT"]	Dynamo Kyiv	2025	50	74	78	72	75	69	73	63	65	68	71	67	63	47	61	68	58	61	62	73	78	65	51	70	50	68	64
Nathan Bishop	25	185	72	R	B	GK	["GK"]	Wycombe Wanderers	2025	31	71	74	71	62	62	72	68	58	55	61	63	62	63	33	66	43	61	49	55	69	65	46	69	71	67	64
Hendry Aron Blank	20	190	77	L	B	CBT	["CBT","SB"]	Salzburg	2028	63	65	77	71	74	70	73	70	65	68	64	63	61	60	61	68	58	61	62	71	77	65	68	68	50	59	64
Marco Bleve	29	184	84	R	B	GK	["GK"]	Carrarese	2025	31	72	74	71	62	62	73	62	58	55	61	66	64	66	31	74	43	61	49	55	70	65	37	62	72	62	64
Malachi Boateng	22	182	70	R	B	DM	["DM","CM"]	Hearts	2027	67	67	73	77	70	66	73	69	71	68	73	70	68	67	61	68	62	61	62	69	70	73	71	72	50	67	64
Tomáš Bobček	23	187	76	R	B	CF	["CF"]	Lechia Gdańsk	2027	72	47	80	75	72	76	65	71	66	67	66	67	63	65	73	70	65	66	62	74	84	66	65	73	50	72	64
Matija Boben	30	191	83	R	B	CBT	["CBT"]	CFR Cluj	2025	49	70	85	72	66	66	68	62	65	60	66	64	58	51	61	68	57	61	62	72	77	65	53	74	50	71	64
Mateusz Bochnak	26	179	65	R	B	WF	["WF","SM","AM"]	Cracovia Kraków	2025	67	48	69	72	76	74	68	75	72	74	70	67	64	65	69	68	64	61	63	61	66	71	68	65	50	65	64
Melayro Chakewno Jalaino Bogarde	22	182	72	R	B	DM	["DM","CBT","SB"]	LASK Linz	2028	64	68	73	73	66	66	73	71	71	68	71	68	62	53	61	68	61	61	62	64	74	71	70	72	50	68	64
Lamare Trenton Chansey Bogarde	20	183	70	R	B	DM	["DM","CM","CBT"]	Aston Villa	2027	64	67	79	71	68	70	71	67	72	68	73	68	66	61	61	68	62	61	62	68	77	73	69	72	50	70	64
Adama Bojang	20	191	79	R	B	CF	["CF"]	Grasshopper	2025	71	43	67	71	70	66	69	62	70	69	66	66	58	62	73	69	65	61	62	76	75	70	69	65	50	65	64
Agustín Gabriel Bolívar	28	173	73	R	B	DM	["DM","CM"]	Gimnasia La Plata	2024	71	67	74	71	66	72	72	73	73	66	76	70	68	67	63	68	64	61	62	73	74	74	72	71	50	71	64
James William Bolton	30	183	75	R	B	CBT	["CBT"]	Fleetwood Town	2026	56	71	78	78	74	79	68	77	66	68	69	66	64	62	61	68	60	61	62	68	81	67	59	75	50	67	64
Luke Bolton	25	174	72	R	B	SB	["SB","SM","WB"]	Wrexham	2026	67	58	76	83	85	86	68	86	70	77	68	66	66	65	66	68	61	61	68	62	75	68	68	77	50	69	64
André Boman	23	184	74	R	B	SB	["SB","CM"]	Halmstad	2024	69	61	71	79	82	83	70	81	71	75	71	68	66	61	61	68	62	61	62	63	74	73	70	73	50	67	64
Elliott Michael Bonds	24	188	74	R	B	DM	["DM","CM"]	Fleetwood Town	2027	63	64	79	76	73	67	69	67	69	69	71	67	65	61	61	68	62	61	62	64	74	70	67	78	50	71	64
Yvandro Borges Sanches	20	175	68	R	B	WF	["WF","SM"]	Borussia Mönchengladbach	2026	66	58	74	71	81	79	63	77	69	76	73	69	72	66	66	68	62	71	68	64	66	65	63	73	50	69	64
Dennis Borkowski	22	184	74	R	B	CF	["CF","WF","SM"]	Ingolstadt	2028	71	40	68	75	74	78	68	75	73	74	65	66	63	66	71	71	66	61	62	71	77	73	68	71	50	68	64
Tim Boss	31	186	79	R	B	GK	["GK"]	Elversberg	2025	31	72	76	71	62	62	71	64	58	55	61	63	61	63	32	66	43	61	49	55	70	65	46	61	72	65	64
Yassine Bouchama	27	182	72	R	B	AM	["AM","SM","WF"]	Preußen Münster	2029	66	56	73	71	69	75	71	70	74	71	73	68	69	65	71	68	66	61	70	63	71	73	71	65	50	66	64
Abdelrahman Boudah	25	186	76	R	B	WF	["WF","SM","CF","AM","SS"]	Västerås SK	2024	72	46	75	73	76	77	73	80	72	73	69	68	68	66	71	68	61	61	68	61	66	71	73	69	50	69	64
Jordan Nathaniel Bowery	33	187	84	R	B	SB	["SB","CBT"]	Mansfield Town	2025	68	61	83	84	88	83	69	76	68	77	66	65	65	65	67	68	61	61	62	69	86	67	69	76	50	63	64
Kieron Tom Bowie	22	191	83	L	B	CF	["CF","SM","WF"]	Hibernian	2028	71	43	85	78	79	79	70	76	70	73	67	68	68	71	70	71	67	61	72	69	85	71	70	80	50	74	64
Caolan Stephen Boyd-Munce	24	180	69	L	B	CM	["CM","DM"]	St. Mirren	2025	69	63	69	78	68	66	71	67	71	68	72	70	66	64	63	70	64	63	62	61	66	72	71	73	50	70	64
William Sam Douglas Boyle	29	191	84	L	B	CBT	["CBT"]	Wrexham	2026	49	70	86	76	66	66	69	62	65	60	67	65	61	52	61	68	57	61	62	73	77	65	51	76	50	71	64
Oliver Johansen Braude	20	166	60	R	B	SB	["SB"]	SC Heerenveen	2027	67	64	72	84	70	73	67	76	68	67	74	69	72	65	61	68	61	65	62	62	66	70	66	77	50	68	64
Zachary Brault-Guillard	25	171	64	R	B	SM	["SM","SB","WB"]	Lugano	2026	71	65	79	76	91	87	68	83	68	80	68	71	66	72	65	78	61	61	62	61	72	66	63	72	50	70	64
Pedro Antonio Bravo Landazuri	20	190	79	R	B	CM	["CM"]	Midtjylland	2029	71	61	66	78	77	74	74	75	70	69	70	67	62	53	65	68	65	61	62	65	70	75	74	73	50	70	64
Leandro Leonel Brey	22	191	89	R	B	GK	["GK"]	Boca Juniors	2027	31	72	78	71	62	62	73	62	58	55	61	61	60	61	31	66	43	61	49	55	69	65	45	58	71	62	64
Sebastian Breza	26	193	87	R	B	GK	["GK"]	CF Montréal	2025	31	70	79	71	62	62	74	61	58	55	61	60	59	60	33	66	43	61	49	55	69	65	42	53	71	58	64
Enrico Brignola	25	168	71	L	B	WF	["WF","SM","AM"]	Catanzaro	2025	67	41	76	71	75	85	67	86	73	73	70	69	68	68	66	70	66	72	73	61	73	73	67	68	50	68	64
Joshua Brillante	31	177	73	R	B	DM	["DM","CM"]	Western Sydney Wanderers	2025	66	64	85	90	66	66	69	70	69	62	68	66	69	67	62	68	64	66	65	66	74	69	68	82	50	69	64
Ethan Bristow	23	188	68	L	B	SB	["SB"]	Minnesota United	2025	66	60	74	88	85	84	66	73	68	75	66	65	66	64	61	68	60	61	68	66	79	68	66	75	50	63	64
Bennit Bröger	18	181	71	R	B	AM	["AM","CM"]	VfL Wolfsburg	2025	65	44	75	71	68	74	67	80	78	72	73	68	63	60	61	68	64	61	63	61	66	78	67	63	50	66	64
Ryan James Broom	28	177	80	R	B	CM	["CM","SB"]	Fleetwood Town	2025	70	60	75	83	84	88	71	86	71	77	72	68	69	65	66	68	62	64	64	61	72	71	71	77	50	70	64
James Robert Brophy	30	180	72	L	B	SM	["SM","CM"]	Cambridge United	2026	66	61	72	85	90	85	66	84	70	79	67	65	67	64	62	68	61	64	62	61	70	69	66	77	50	67	64
Jevani Jason Brown	30	175	75	L	B	CF	["CF"]	Notts County	2025	70	51	74	76	82	83	68	80	70	75	70	69	67	67	69	71	64	66	69	66	79	69	68	71	50	69	64
Jordan Brown	23	181	70	R	B	DM	["DM","SB","CM"]	Leyton Orient	2026	64	64	74	83	71	71	70	70	68	68	70	67	65	59	61	68	61	61	62	64	70	69	70	78	50	68	64
Lewis Brunt	24	187	74	R	B	CBT	["CBT","DM"]	Wrexham	2027	64	65	76	80	77	84	71	79	69	71	69	66	66	62	61	68	61	61	62	70	84	70	69	76	50	67	64
Omar Khalid Chaaban Bugiel	30	185	80	R	B	CF	["CF"]	AFC Wimbledon	2026	69	45	89	81	73	70	68	65	69	69	67	68	58	61	71	71	63	61	62	72	90	70	68	85	50	75	64
Teal Alexander Bunbury	34	188	78	R	B	CF	["CF","SM","WF"]	Nashville SC	2025	70	48	83	71	73	71	65	72	70	71	71	73	64	68	71	77	65	67	71	69	79	68	65	72	50	71	64
Finley Jack Burns	21	191	87	R	B	DM	["DM","CBT"]	Hull City	2025	64	67	77	73	67	66	71	63	68	66	73	68	64	52	61	68	61	61	62	72	75	69	68	73	50	67	64
Marco Bustos	28	168	68	L	B	WF	["WF","SM"]	Värnamo	2024	70	34	77	71	73	75	69	81	70	70	71	68	69	68	69	68	64	61	68	61	66	71	69	65	50	67	64
Elvis Bwomono	26	183	72	R	B	SB	["SB","SM","WB"]	St. Mirren	2025	65	61	76	84	85	84	66	83	68	75	65	64	65	63	61	68	60	61	62	64	76	67	66	75	50	65	64
Jun-soo Byeon 변준수	22	190	85	R	B	CBT	["CBT"]	Gwangju	2025	49	71	85	86	83	81	70	79	65	72	68	66	58	51	61	68	59	61	62	81	95	65	51	80	50	69	64
Gustavo Caballero	23	189	77	R	B	WF	["WF","SM"]	Nacional Asunción	2026	66	39	71	71	79	77	65	78	74	76	68	67	64	68	71	68	62	61	62	61	69	72	65	64	50	64	64
Diego Caballo Alonso	30	171	67	L	B	SB	["SB"]	AaB	2025	66	62	73	77	76	76	68	73	69	71	68	68	69	69	64	70	63	61	68	68	72	70	66	74	50	68	64
Jeffrey Catriel Cabellos Vásquez	20	172	71	R	B	CM	["CM","SM"]	Alianza Lima	2026	73	62	70	76	74	74	75	75	74	74	75	73	73	71	71	72	66	61	62	61	66	73	75	73	50	73	64
Kévin Cabral	25	183	75	R	B	WF	["WF","SM","CF"]	Colorado Rapids	2024	69	51	68	71	87	86	66	83	72	80	69	66	64	62	69	68	62	61	62	63	76	71	66	64	50	66	64
Jefferson Steven Caicedo Figueroa	29	168	71	L	B	WF	["WF","SM"]	Técnico Universitario	2024	70	33	69	71	77	80	71	74	72	74	71	68	68	65	70	68	63	66	65	61	66	71	71	63	50	67	64
Álex Calatrava Torrado	24	175	69	L	B	SM	["SM","AM","DM","CM"]	Castellón	2026	68	62	72	76	77	78	69	79	73	74	67	65	68	67	68	68	66	70	71	61	66	73	69	72	50	68	64
Josep Calavera Espinach	25	181	75	R	B	DM	["DM","CM"]	Castellón	2025	66	67	71	72	69	68	71	67	73	69	73	71	65	60	65	69	65	68	62	70	73	74	68	74	50	72	64
Diego Calcaterra	23	189	79	R	B	CM	["CM","DM","CBT"]	Sarmiento	2024	67	65	73	78	71	71	75	68	74	72	74	69	69	64	65	68	64	61	62	75	76	73	75	72	50	66	64
Drissa Camara	22	179	70	R	B	WF	["WF","SM","AM"]	Parma	2025	67	59	68	71	70	70	67	69	73	71	73	70	69	68	64	68	67	64	66	61	66	72	67	68	50	68	64
William Cole Campbell	18	175	68	L	B	WF	["WF","SM"]	Borussia Dortmund	2028	66	34	73	71	90	83	66	84	74	82	71	67	67	66	70	68	64	61	62	61	66	73	66	63	50	64	64
Andy Cannon	28	176	74	R	B	CM	["CM","DM"]	Wrexham	2026	72	64	74	76	71	79	72	82	71	69	73	68	68	64	67	68	63	61	65	64	72	72	72	76	50	73	64
Alexis Javier Cantero Fernandez	21	175	70	L	B	SB	["SB","CBT"]	Guaraní	2024	67	64	74	76	80	78	67	77	66	71	71	67	70	65	61	68	59	61	68	66	74	66	67	70	50	61	64
Marko Capan	20	180	72	L	B	CM	["CM","DM"]	Hajduk Split	2026	65	57	70	72	66	67	64	66	72	66	77	71	75	67	61	68	62	61	65	61	66	73	64	67	50	68	64
Osvaldo Pedro Capemba	22	171	63	L	B	WF	["WF","SM"]	Radomiak Radom	2027	67	31	76	71	78	79	70	82	75	76	66	64	65	63	67	68	63	61	62	61	66	75	70	65	50	65	64
Pedro Luis Capó Payeras	33	188	75	R	B	CBT	["CBT","DM","CM"]	Bengaluru	2028	65	66	74	79	74	74	71	71	66	68	73	68	65	57	62	68	61	61	62	72	76	70	71	73	50	66	64
Franco Ezequiel Carboni	21	190	76	L	B	SB	["SB","SM","WB"]	Venezia	2025	65	63	72	79	67	68	69	63	67	65	68	66	64	64	61	68	60	61	68	70	74	68	69	73	50	63	64
Baily James Cargill	29	189	87	L	B	CBT	["CBT","SB"]	Mansfield Town	2025	64	65	84	82	69	72	71	68	67	67	67	65	65	61	61	68	60	61	62	72	82	67	69	75	50	65	64
Jonas Benedikt Carls	27	177	70	L	B	SB	["SB","SM","WB"]	Sandhausen	2028	68	59	73	82	85	85	70	82	70	77	69	68	69	67	65	68	63	61	62	63	67	68	70	75	50	64	64
Fredrik Carlsen	22	193	80	R	B	AM	["AM","CM"]	Silkeborg	2027	69	62	74	74	79	73	71	71	74	76	74	72	70	68	71	71	65	61	62	70	75	75	71	69	50	67	64
Wikelman José Carmona Torres	21	180	73	L	B	WF	["WF","SM","AM"]	New York RB	2024	64	49	74	71	81	85	63	83	74	78	68	67	64	65	65	68	67	62	65	61	66	73	61	65	50	65	64
Hussein Carneil حسین کارنیل	21	176	74	R	B	WF	["WF","SM","CM"]	IFK Göteborg	2025	72	34	75	71	74	74	64	75	74	73	74	69	66	63	63	68	64	61	62	61	66	74	64	63	50	69	64
Luis Fernando Casiani Zúñiga	23	181	73	R	B	SB	["SB","SM","WB"]	Caracas	2025	68	61	75	78	79	74	71	70	68	72	69	66	63	64	61	68	60	61	63	64	69	68	71	69	50	67	64
Tommaso Cassandro	24	185	75	R	B	SB	["SB","SM","WB"]	Catanzaro	2025	66	65	70	71	68	68	70	68	70	68	71	68	69	67	61	68	66	61	64	68	72	70	67	70	50	64	64
Santiago Castaneda	20	188	74	R	B	CM	["CM","DM"]	Paderborn	2029	70	71	67	73	74	76	75	74	74	73	77	71	66	57	61	68	62	61	62	70	75	74	75	69	50	69	64
Sven Henrik Olof Castegren	28	185	70	R	B	CBT	["CBT","SB"]	Sirius	2024	64	66	80	71	66	66	71	66	65	64	68	65	64	60	61	68	59	61	62	68	74	65	68	73	50	67	64
Marco Jair Castillo Montenegro	27	167	66	L	B	WF	["WF","SM"]	Técnico Universitario	2024	65	61	71	76	81	83	64	80	72	76	70	67	69	66	61	68	61	61	62	61	73	71	63	70	50	64	64
Luis Armando Castro Garzón	28	176	71	L	B	CM	["CM","DM"]	Delfin	2024	69	66	69	71	66	68	71	63	72	68	73	71	71	69	61	72	64	66	65	61	66	70	71	69	50	69	64
Tomás Ezequiel Castro Ponce	23	183	75	R	B	AM	["AM","CM","SM"]	Atlético Tucumán	2024	69	55	74	71	71	73	68	74	73	71	76	73	66	66	65	72	65	61	63	62	70	74	68	68	50	69	64
